,uuid,date,collar,messagetype,latitude,longitude,trackingState,headingReportingEnabled,headingManagementEnabled,soundDisabled,shockDisabled,soundSuspended,shockSuspended,soundEvent,shockEvent,shockCount,soundCount,shockCountAttempts,soundCountAttempts,shockCountApplied,soundCountApplied,shockCountSuspend,soundCountSuspend,shockCountCumulative,currVoltageMv,lastTxVoltageMv,lastShockVoltageMv,mmuTempDegC,mcuTempDegC,reliable,more,sequence,accuracy,collar_id,Duration,Time_Zone,latitude_utm,longitude_utm,Sum,Flag_Collar_Off,Distance,Rate
347589,425a4cea-69c6-4142-ab10-77223e6c0278,2021-07-18 06:30:33+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499963,-101.8463654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,20,b340,5.166666667,America/Denver,271600.0355,4870258.152,1600,Flag,1.92332746,0.372256928
347737,9673be93-1021-4b29-abc5-72b5147a1d6b,2021-07-18 06:35:53+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.949957,-101.8462769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,20,b340,5.333333333,America/Denver,271606.9866,4870253.541,1600,Flag,8.340936957,1.563925679
347877,cf5b9e2e-7021-4bc3-aace-8ecc4f78e4df,2021-07-18 06:41:03+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500089,-101.8463716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,23,b340,5.166666667,America/Denver,271599.5863,4870259.568,1600,Flag,9.543976767,1.84722131
348030,c5c5ffa8-9d30-4cce-baa4-f2824ac4328d,2021-07-18 06:46:13+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499808,-101.8463082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,52,b340,5.166666667,America/Denver,271604.5661,4870256.272,1600,Flag,5.972179456,1.155905701
348187,7ffee8ac-4d90-4375-90e8-8c953635dfb5,2021-07-18 06:51:23+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500115,-101.8463705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,27,b340,5.166666667,America/Denver,271599.6845,4870259.854,1600,Flag,6.05506656,1.171948366
348353,92f086d7-b1b9-46db-b771-4ca6930ece66,2021-07-18 06:56:33+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499857,-101.8463398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,27,b340,5.166666667,America/Denver,271602.0492,4870256.903,1600,Flag,3.781264538,0.731857652
348506,211036a5-967b-40a6-9fdd-0ff6b71702db,2021-07-18 07:01:43+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499113,-101.8463256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,60,b340,5.166666667,America/Denver,271602.9035,4870248.6,1600,Flag,8.346913414,1.615531629
348667,7cd1a0d4-0fac-4fca-93ef-2da7231dbd2f,2021-07-18 07:06:53+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500002,-101.8463394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,28,b340,5.166666667,America/Denver,271602.1368,4870258.513,1600,Flag,9.942116675,1.924280647
348819,9950e4bb-31bf-4827-b3d9-c92c4060027e,2021-07-18 07:12:03+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500337,-101.8463667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,33,b340,5.166666667,America/Denver,271600.0745,4870262.309,1600,Flag,4.32047688,0.836221332
348970,563bd30d-5275-4c6f-93de-2f232f7833f8,2021-07-18 07:17:13+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499678,-101.8463848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,50,b340,5.166666667,America/Denver,271598.3695,4870255.04,1600,Flag,7.466799207,1.445186943
349118,cdbbe182-c90e-4e0f-aca8-fd922c185b62,2021-07-18 07:22:23+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500122,-101.8463517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,38,b340,5.166666667,America/Denver,271601.1958,4870259.88,1600,Flag,5.6047264,1.084785755
349270,d9d9e845-bc9f-4866-951f-8fd2708f98d6,2021-07-18 07:27:33+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499847,-101.8463606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,37,b340,5.166666667,America/Denver,271600.3762,4870256.85,1600,Flag,3.13872933,0.607495999
349422,8debcb41-bd4d-442d-b17c-8540edf6ff20,2021-07-18 07:32:43+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499723,-101.8463115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,49,b340,5.166666667,America/Denver,271604.2687,4870255.337,1600,Flag,4.176312144,0.808318479
349574,c8802fa5-c1ac-4916-953d-9fcebeb3e483,2021-07-18 07:37:53+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500303,-101.8463361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,34,b340,5.166666667,America/Denver,271602.517,4870261.847,1600,Flag,6.741846252,1.304873468
349730,07cd29de-8825-437c-8d08-3e50cfb80977,2021-07-18 07:43:03+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499792,-101.8463414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,37,b340,5.166666667,America/Denver,271601.8959,4870256.186,1600,Flag,5.695079199,1.102273393
349877,32ff2b64-418e-4b85-b494-110a5ce1bbe5,2021-07-18 07:48:07+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9500004,-101.8461373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,61,b340,5.066666667,America/Denver,271618.3551,4870257.975,1600,Flag,16.55629433,3.26768967
350023,b202aa70-0aeb-40e3-8c17-e14d91092acd,2021-07-18 07:53:11+06:00,00007cf2dd1fb340,GpsLocationExtIndication,43.9499016,-101.8463726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,64,b340,5.066666667,America/Denver,271599.0948,4870247.653,1600,Flag,21.85207751,4.312910034
